n,k,nu,strategy,trial,seed,t,potential,expectation_upper_bound,kernel_trace,orthogonality_error,total_queries_in_run
72,3,8,krylov,5,722353,9,1.0724005769434655,4.0,0.7208949374408529,5.76565967799229e-16,18
72,3,8,krylov,5,722353,10,1.139256471419066,4.444444444444445,0.7966666453573563,5.844249817661359e-16,18
72,3,8,krylov,5,722353,11,1.1829218378599093,4.888888888888889,0.8489613231389347,5.844396033103877e-16,18
72,3,8,krylov,5,722353,12,1.207546486014904,5.333333333333333,0.8794750936285964,5.849003348149227e-16,18
72,3,8,krylov,5,722353,13,1.2232281149865887,5.777777777777778,0.8993023622214994,5.849727887278729e-16,18
72,3,8,krylov,5,722353,14,1.2331264210086414,6.222222222222222,0.911978429266594,5.863894249550356e-16,18
72,3,8,krylov,5,722353,15,1.244648329255827,6.666666666666667,0.926892631687217,5.926248234453931e-16,18
72,3,8,krylov,5,722353,16,1.2529314889769716,7.111111111111111,0.9377212017700958,5.927744228079056e-16,18
72,3,8,krylov,5,722353,17,1.258231527641252,7.555555555555555,0.9446971449494317,5.990032145808997e-16,18
72,3,8,krylov,5,722353,18,1.2640895779079515,8.0,0.9524506853029203,5.990144419335833e-16,18
72,3,8,krylov,6,722354,0,0.0,0.0,0.0,0.0,18
72,3,8,krylov,6,722354,1,0.2092359569949856,0.4444444444444444,0.08727593882246752,2.220446049250313e-16,18
72,3,8,krylov,6,722354,2,0.32440180942189845,0.8888888888888888,0.14370111729913446,2.220446049250313e-16,18
72,3,8,krylov,6,722354,3,0.42577728310908863,1.3333333333333333,0.19904242749214873,2.2556486944464604e-16,18
72,3,8,krylov,6,722354,4,0.5599570071549634,1.7777777777777777,0.28147396332094565,3.3608877963103144e-16,18
72,3,8,krylov,6,722354,5,0.7003766965260454,2.2222222222222223,0.3804417840051248,3.3612513902466967e-16,18
72,3,8,krylov,6,722354,6,0.8537391533348468,2.6666666666666665,0.5056543223526083,3.3631262726145508e-16,18
72,3,8,krylov,6,722354,7,0.9681086178522627,3.111111111111111,0.6123599301442002,3.387975992688503e-16,18
72,3,8,krylov,6,722354,8,1.0498803244369237,3.5555555555555554,0.696490930319888,3.4479217943794714e-16,18
72,3,8,krylov,6,722354,9,1.1091077861729546,4.0,0.7618696144892002,3.692833881214975e-16,18
72,3,8,krylov,6,722354,10,1.14593022618284,4.444444444444445,0.8045122117870779,3.701381090198989e-16,18
72,3,8,krylov,6,722354,11,1.1905432141162742,4.888888888888889,0.8583252305110078,3.7057174648885693e-16,18
72,3,8,krylov,6,722354,12,1.2210918898232994,5.333333333333333,0.8965830709929715,3.7063321429730936e-16,18
72,3,8,krylov,6,722354,13,1.240486142596406,5.777777777777778,0.9214851727767536,3.7307999523401617e-16,18
72,3,8,krylov,6,722354,14,1.251578637351183,6.222222222222222,0.9359464854926497,3.769630473935702e-16,18
72,3,8,krylov,6,722354,15,1.2589550592534404,6.666666666666667,0.9456523330650465,3.7699437828767085e-16,18
72,3,8,krylov,6,722354,16,1.2641538425641201,7.111111111111111,0.9525359962059986,3.770610651632368e-16,18
72,3,8,krylov,6,722354,17,1.2697262469247534,7.555555555555555,0.9599542130363911,3.806061500846317e-16,18
72,3,8,krylov,6,722354,18,1.2744534490185118,8.0,0.966279750655234,4.2524401218866766e-16,18
72,3,8,krylov,7,722355,0,0.0,0.0,0.0,0.0,18
72,3,8,krylov,7,722355,1,0.09452155924346928,0.4444444444444444,0.03717482225642731,0.0,18
72,3,8,krylov,7,722355,2,0.18034747468242468,0.8888888888888888,0.0741125392981626,2.688821387764051e-17,18
72,3,8,krylov,7,722355,3,0.2573067416436218,1.3333333333333333,0.1100406818942337,3.542298922385216e-17,18
72,3,8,krylov,7,722355,4,0.3327055429245436,1.7777777777777777,0.14802620548261144,2.564331605172206e-16,18
72,3,8,krylov,7,722355,5,0.3743754179660962,2.2222222222222223,0.17028110132254595,2.56435083754811e-16,18
72,3,8,krylov,7,722355,6,0.42209899190248507,2.6666666666666665,0.19693481086903963,2.5659126937371234e-16,18
72,3,8,krylov,7,722355,7,0.47239299613315294,3.111111111111111,0.2264353342196099,2.5929619013610704e-16,18
72,3,8,krylov,7,722355,8,0.5217948741851739,3.5555555555555554,0.25689352076832267,2.734020117177124e-16,18
