case,seed,n,b,k,kprime,gap_b,q,numerical_subspace_dimension,spectral_ratio,frobenius_ratio,right_pca_normalized_error,spectral_absolute_error,frobenius_absolute_error,right_pca_absolute_error,orthogonality_error
nondivisible_target_rank,2031,96,4,15,16,0.3333333333333333,10,40,1.0010294402849471,1.0034441430113084,0.08021967309573425,1.1407783502898101,6.510697909337919,0.10418128944943006,1.5363872789848508e-15
nondivisible_target_rank,2031,96,4,15,16,0.3333333333333333,12,48,1.0000000294197708,1.0000043851302394,3.094411428086675e-05,1.1396052283202784,6.488379552505722,4.018712121656165e-05,1.8871189106636493e-15
nondivisible_target_rank,2031,96,4,15,16,0.3333333333333333,16,64,1.0000000000000002,1.0000000000460452,7.425650659289027e-10,1.139605194793355,6.488351100539865,9.64369251121866e-10,1.9151104991504773e-15
mixed_multiplicities,2129,96,3,12,12,0.20000000000000004,4,12,1.6458982981257906,1.084243163217623,1.1100212408046888,1.7262326982625233,7.452939550774675,1.2210233648851578,1.2453270409518017e-15
mixed_multiplicities,2129,96,3,12,12,0.20000000000000004,6,18,1.1142350869056445,1.0152316583883356,0.32448713981903254,1.168619618088278,6.9785638837201445,0.35693585380093584,1.3801545970506671e-15
mixed_multiplicities,2129,96,3,12,12,0.20000000000000004,8,24,1.0496982035815694,1.0040106196353646,0.14472353720217135,1.100932763824663,6.901431994527861,0.1591958909223885,1.3902189984458394e-15
mixed_multiplicities,2129,96,3,12,12,0.20000000000000004,10,30,1.0050745002716057,1.0006559463174896,0.031001901789203104,1.0541310289550536,6.878372427911345,0.034102091968123416,1.4009269249593721e-15
mixed_multiplicities,2129,96,3,12,12,0.20000000000000004,12,36,1.000125615581262,1.0000614112831419,0.0034819641954123267,1.048940594903247,6.8742856752140415,0.0038301606149535594,1.4028026624508076e-15
mixed_multiplicities,2129,96,3,12,12,0.20000000000000004,16,48,1.0000003258055885,1.0000002036323257,1.199677190114298e-05,1.0488091898779357,6.8738649421745786,1.3196449091257278e-05,1.944039741256353e-15
mixed_multiplicities,2130,96,3,12,12,0.20000000000000004,4,12,1.5599415090268252,1.0767498485936084,0.9238471880827859,1.6360804572952328,7.401431528568675,1.0162319068910646,1.2303989334024821e-15
mixed_multiplicities,2130,96,3,12,12,0.20000000000000004,6,18,1.1698434177250367,1.0186275440667965,0.283823208454273,1.2269421274836294,7.001906738479589,0.31220552929970036,1.2696103381474074e-15
mixed_multiplicities,2130,96,3,12,12,0.20000000000000004,8,24,1.0631803275124996,1.0034817140058991,0.1330214468349321,1.1150729346955492,6.89779636940409,0.14632359151842533,1.2955943541160743e-15
mixed_multiplicities,2130,96,3,12,12,0.20000000000000004,10,30,1.005332760464293,1.0005654814235372,0.027669159946518314,1.054401894530274,6.877750584574936,0.03043607594117015,1.3034556745315968e-15
mixed_multiplicities,2130,96,3,12,12,0.20000000000000004,12,36,1.0002355281873032,1.0000490060136547,0.0025195333861134776,1.0490558722169887,6.874200403084379,0.0027714867247248254,1.3095184579765281e-15
mixed_multiplicities,2130,96,3,12,12,0.20000000000000004,16,48,1.0000000666255893,1.0000001384082788,8.074817403210103e-06,1.0488089180476592,6.8738644938333815,8.882299143531114e-06,1.333926766999064e-15
mixed_multiplicities,2131,96,3,12,12,0.20000000000000004,4,12,1.5406828151422007,1.0759268388309768,0.8700981604959077,1.6158817687448381,7.395774271766255,0.9571079765454986,1.8662787631789405e-15
mixed_multiplicities,2131,96,3,12,12,0.20000000000000004,6,18,1.1192326699023516,1.0138993468694049,0.33577734257472314,1.1738611273546888,6.9694057561430025,0.3693550768321955,1.8544049605159965e-15
mixed_multiplicities,2131,96,3,12,12,0.20000000000000004,8,24,1.052638849592967,1.0040866736868808,0.13318580286595705,1.1040169393807533,6.901954779699833,0.14650438315255276,1.8553250679726794e-15
mixed_multiplicities,2131,96,3,12,12,0.20000000000000004,10,30,1.022136588038133,1.0009551533792154,0.054491558469913895,1.0720258975728432,6.88042913642458,0.059940714316905286,1.857954837605303e-15
mixed_multiplicities,2131,96,3,12,12,0.20000000000000004,12,36,1.000632705898393,1.0001494682301189,0.008937470951057316,1.0494724357146756,6.874890966651526,0.009831218046163048,1.8584590274367543e-15
mixed_multiplicities,2131,96,3,12,12,0.20000000000000004,16,48,1.0000000182187683,1.0000003355418081,1.8624953440525936e-05,1.048808867278157,6.873865848902361,2.0487448784578532e-05,1.8604509489819035e-15
