n,k,nu,strategy,trial,seed,t,potential,expectation_upper_bound,kernel_trace,orthogonality_error,total_queries_in_run
72,1,2,krylov,0,722252,16,0.14305962901564703,1.7777777777777777,0.07689929974477976,7.214015723453636e-16,18
72,1,2,krylov,0,722252,17,0.16299289657192448,1.8888888888888888,0.08851416436134768,7.214592827726073e-16,18
72,1,2,krylov,0,722252,18,0.18176750599899769,2.0,0.09966766159770551,7.214863126098345e-16,18
72,1,2,krylov,1,722253,0,0.0,0.0,0.0,0.0,18
72,1,2,krylov,1,722253,1,0.0028379051304323923,0.1111111111111111,0.001420967897588295,2.220446049250313e-16,18
72,1,2,krylov,1,722253,2,0.004922971272139911,0.2222222222222222,0.002467554502471296,2.2204745870750637e-16,18
72,1,2,krylov,1,722253,3,0.007267143033441815,0.3333333333333333,0.0036468063991913985,6.672819136714837e-16,18
72,1,2,krylov,1,722253,4,0.012194978443620415,0.4444444444444444,0.006134820192406379,6.677646790744382e-16,18
72,1,2,krylov,1,722253,5,0.016742215081936417,0.5555555555555556,0.008441575697487068,6.700161230076272e-16,18
72,1,2,krylov,1,722253,6,0.020393424610931223,0.6666666666666666,0.01030139565362804,6.705540431041417e-16,18
72,1,2,krylov,1,722253,7,0.024316550886507284,0.7777777777777778,0.012307304611718422,6.71284274120294e-16,18
72,1,2,krylov,1,722253,8,0.028050908014568113,0.8888888888888888,0.014224019668270242,6.724412290816603e-16,18
72,1,2,krylov,1,722253,9,0.031946075360532254,1.0,0.01623091433604261,6.728639906060296e-16,18
72,1,2,krylov,1,722253,10,0.03666779322889183,1.1111111111111112,0.01867417472227908,6.729885594517595e-16,18
72,1,2,krylov,1,722253,11,0.04145427676875405,1.2222222222222223,0.02116275113596633,6.740304147681208e-16,18
72,1,2,krylov,1,722253,12,0.04576959140391316,1.3333333333333333,0.023416591901691135,6.767198071461629e-16,18
72,1,2,krylov,1,722253,13,0.05027468744682728,1.4444444444444444,0.025779953506961623,6.772582958297178e-16,18
72,1,2,krylov,1,722253,14,0.05521024739733266,1.5555555555555556,0.028381386471593124,6.780296136963597e-16,18
