case,trial,warm_ratio,final_ratio,surrogate_ratio,queries,exceeds_requested_factor
dense_full_rank_family,6,1.0,1.0,1.3147615038288476,29,False
dense_full_rank_family,7,1.0,1.0,1.1470523850263672,29,False
dense_full_rank_family,8,1.0,1.0,1.1318593302784894,29,False
dense_full_rank_family,9,1.0,1.0,1.1119809517097072,29,False
dense_full_rank_family,10,1.0,1.0,1.1114027314292374,29,False
dense_full_rank_family,11,1.0,1.0,1.1588098624794203,29,False
dense_full_rank_family,12,1.0,1.0,1.1423057807272678,29,False
dense_full_rank_family,13,1.0,1.0,1.1955276451823675,29,False
dense_full_rank_family,14,1.0,1.0,1.228373991838801,29,False
dense_full_rank_family,15,1.0,1.0,1.2438907774648722,29,False
dense_full_rank_family,16,1.0,1.0,1.2180523965005894,29,False
dense_full_rank_family,17,1.0,1.0,1.1620834675511709,29,False
dense_full_rank_family,18,1.0,1.0,1.163372274456393,29,False
dense_full_rank_family,19,1.0,1.0,1.2331089855775819,29,False
dense_full_rank_family,20,1.0,1.0,1.1508900512202669,29,False
dense_full_rank_family,21,1.0,1.0,1.2034076794954875,29,False
dense_full_rank_family,22,1.0,1.0,1.1669584063583718,29,False
dense_full_rank_family,23,1.0,1.0,1.2747010605939022,29,False
dense_full_rank_family,24,1.0,1.0,1.1914428884798656,29,False
dense_full_rank_family,25,1.0,1.0,1.1963526010447227,29,False
dense_full_rank_family,26,1.0,1.0,1.0986464685659,29,False
dense_full_rank_family,27,1.0,1.0,1.234751736002484,29,False
dense_full_rank_family,28,1.0,1.0,1.1219142420558328,29,False
dense_full_rank_family,29,1.0,1.0,1.1630354471722357,29,False
dense_full_rank_family,30,1.0,1.0,1.2172111381214201,29,False
dense_full_rank_family,31,1.0,1.0,1.1905205153540666,29,False
dense_full_rank_family,32,1.0,1.0,1.3456589296345454,29,False
dense_full_rank_family,33,1.0,1.0,1.3007441099228512,29,False
dense_full_rank_family,34,1.0,1.0,1.241295494104719,29,False
dense_full_rank_family,35,1.0,1.0,1.1862718386356907,29,False
dense_full_rank_family,36,1.0,1.0,1.185141387834342,29,False
dense_full_rank_family,37,1.0,1.0,1.1615066115211667,29,False
dense_full_rank_family,38,1.0,1.0,1.2055224176938921,29,False
dense_full_rank_family,39,1.0,1.0,1.209812212274962,29,False
dense_full_rank_family,40,1.0,1.0,1.127309920644782,29,False
dense_full_rank_family,41,1.0,1.0,1.2126977842860283,29,False
dense_full_rank_family,42,1.0,1.0,1.2000675988964404,29,False
dense_full_rank_family,43,1.0,1.0,1.2169162019066098,29,False
dense_full_rank_family,44,1.0,1.0,1.2931122441326712,29,False
dense_full_rank_family,45,1.0,1.0,1.2988195430408271,29,False
dense_full_rank_family,46,1.0,1.0,1.1783275761922625,29,False
dense_full_rank_family,47,1.0,1.0,1.228718553991468,29,False
dense_full_rank_family,48,1.0,1.0,1.166928942822667,29,False
dense_full_rank_family,49,1.0,1.0,1.2016727358289074,29,False
dense_full_rank_family,50,1.0,1.0,1.235507976099217,29,False
dense_full_rank_family,51,1.0,1.0,1.1127627356394265,29,False
dense_full_rank_family,52,1.0,1.0,1.2154157810185673,29,False
dense_full_rank_family,53,1.0,1.0,1.35209790356544,29,False
dense_full_rank_family,54,1.0,1.0,1.2020150602270767,29,False
dense_full_rank_family,55,1.0,1.0,1.218213693966849,29,False
dense_full_rank_family,56,1.0,1.0,1.3606722197526007,29,False
dense_full_rank_family,57,1.0,1.0,1.2414655021342986,29,False
dense_full_rank_family,58,1.0,1.0,1.2229746699252575,29,False
dense_full_rank_family,59,1.0,1.0,1.3142179057344314,29,False
dense_full_rank_family,60,1.0,1.0,1.3548039502026146,29,False
dense_full_rank_family,61,1.0,1.0,1.2319752389534404,29,False
dense_full_rank_family,62,1.0,1.0,1.2676909331225559,29,False
dense_full_rank_family,63,1.0,1.0,1.2444625161494314,29,False
dense_full_rank_family,64,1.0,1.0,1.1526496149915015,29,False
dense_full_rank_family,65,1.0,1.0,1.105843803127311,29,False
dense_full_rank_family,66,1.0,1.0,1.1651171332509873,29,False
dense_full_rank_family,67,1.0,1.0,1.1918820635917318,29,False
dense_full_rank_family,68,1.0,1.0,1.13759381508233,29,False
dense_full_rank_family,69,1.0,1.0,1.4068213292227298,29,False
dense_full_rank_family,70,1.0,1.0,1.142216061431089,29,False
dense_full_rank_family,71,1.0,1.0,1.1485207302278888,29,False
dense_full_rank_family,72,1.0,1.0,1.1373269088839937,29,False
dense_full_rank_family,73,1.0,1.0,1.2657506650861539,29,False
dense_full_rank_family,74,1.0,1.0,1.2459641769636676,29,False
dense_full_rank_family,75,1.0,1.0,1.2963552111706913,29,False
dense_full_rank_family,76,1.0,1.0,1.1033795732645042,29,False
dense_full_rank_family,77,1.0,1.0,1.1944840034193829,29,False
dense_full_rank_family,78,1.0,1.0,1.291354632316599,29,False
dense_full_rank_family,79,1.0,1.0,1.1116308742694527,29,False
