n,r,s,eta,exact_probability,proved_bound,ratio
17,16,2,0.1,2.0063323014596895e-16,0.44932896411722156,4.465174653055027e-16
32,16,2,0.1,4.3227608427571506e-05,0.44932896411722156,9.620481179640632e-05
64,16,2,0.1,0.001817373052905108,0.44932896411722156,0.004044638111579625
160,16,2,0.1,0.00541370526791927,0.44932896411722156,0.012048422648549615
1600,16,2,0.1,3.0787689059316306e-06,0.44932896411722156,6.85192620952082e-06
17,16,2,0.2,2.976601894706253e-17,0.20189651799465538,1.4743205698996007e-16
32,16,2,0.2,4.571477750696295e-06,0.20189651799465538,2.26426775265996e-05
64,16,2,0.2,9.839275883372043e-05,0.20189651799465538,0.0004873425248291062
80,16,2,0.2,0.00011795553804903963,0.20189651799465538,0.000584237604593865
800,16,2,0.2,2.01911221299818e-11,0.20189651799465538,1.0000728259472162e-10
17,16,2,0.4,2.7016079104354934e-19,0.04076220397836621,6.627727764350824e-18
32,16,2,0.4,9.784627301610896e-09,0.04076220397836621,2.400416647442299e-07
40,16,2,0.4,2.2597978517083695e-08,0.04076220397836621,5.543855903639841e-07
64,16,2,0.4,1.097300560367434e-08,0.04076220397836621,2.6919559132519087e-07
400,16,2,0.4,3.1215381634147983e-24,0.04076220397836621,7.65792292554028e-23
17,16,2,0.8,3.050929262178964e-27,0.001661557273173934,1.8361866373411427e-24
20,16,2,0.8,2.213485676769118e-21,0.001661557273173934,1.3321753709644216e-18
32,16,2,0.8,2.5063256032090663e-21,0.001661557273173934,1.5084196275831299e-18
64,16,2,0.8,4.591168328582303e-31,0.001661557273173934,2.763171876592721e-28
200,16,2,0.8,2.3897562966702876e-78,0.001661557273173934,1.4382629688745762e-75
17,16,4,0.03,3.1425836222346934e-30,0.6187833918061408,5.07864894864411e-30
32,16,4,0.03,1.4994515577292097e-07,0.6187833918061408,2.4232252797744354e-07
64,16,4,0.03,0.00035200895211422325,0.6187833918061408,0.0005688726568545402
534,16,4,0.03,0.025036904017052577,0.6187833918061408,0.040461499692119096
5334,16,4,0.03,0.0002974936713782457,0.6187833918061408,0.0004807719071287675
17,16,4,0.05,1.608788179088299e-30,0.44932896411722156,3.5804239378358794e-30
32,16,4,0.05,7.36310487443695e-08,0.44932896411722156,1.6386891258841827e-07
64,16,4,0.05,0.0001591923839841471,0.44932896411722156,0.0003542891660610082
320,16,4,0.05,0.005568883535972094,0.44932896411722156,0.01239377823531375
3200,16,4,0.05,4.128621586151616e-06,0.44932896411722156,9.188416318237912e-06
17,16,4,0.1,2.8201045839803497e-31,0.20189651799465538,1.396806944463997e-30
32,16,4,0.1,1.0973005603674341e-08,0.20189651799465538,5.434965254806831e-08
64,16,4,0.1,1.712200157054216e-05,0.20189651799465538,8.480582894943942e-05
160,16,4,0.1,0.00014578353491577899,0.20189651799465538,0.0007220705753807908
1600,16,4,0.1,7.79558356242345e-11,0.20189651799465538,3.861177815176493e-10
17,16,4,0.2,6.242199939771766e-33,0.04076220397836621,1.5313695851884502e-31
32,16,4,0.2,1.320626588408575e-10,0.04076220397836621,3.239831165923887e-09
64,16,4,0.2,5.9223094789849386e-08,0.04076220397836621,1.4528923612982496e-06
80,16,4,0.2,8.593308249221758e-08,0.04076220397836621,2.1081559411710165e-06
800,16,4,0.2,4.547909651577403e-21,0.04076220397836621,1.115717308610477e-19
17,16,4,0.4,5.19972745787689e-37,0.001661557273173934,3.129430168810423e-34
32,16,4,0.4,6.923629547504898e-16,0.001661557273173934,4.1669520872303536e-13
40,16,4,0.4,3.786577801602591e-15,0.001661557273173934,2.2789330604110975e-12
64,16,4,0.4,9.712894855093442e-16,0.001661557273173934,5.845657571911265e-13
400,16,4,0.4,1.4822165270633413e-46,0.001661557273173934,8.920646618650629e-44
17,16,4,0.8,6.778719191950745e-53,2.7607725720371986e-06,2.45537037733922e-47
20,16,4,0.8,3.763168937614004e-41,2.7607725720371986e-06,1.3630854550388146e-35
32,16,4,0.8,5.722088178159203e-41,2.7607725720371986e-06,2.0726401863435e-35
64,16,4,0.8,2.557578350259808e-60,2.7607725720371986e-06,9.263995072120512e-55
200,16,4,0.8,1.1712481814948018e-154,2.7607725720371986e-06,4.242465291628595e-149
17,16,8,0.03,9.686114432523574e-59,0.38289288597511206,2.5297190904594577e-58
32,16,8,0.03,1.7097608440762744e-13,0.38289288597511206,4.4653763668709384e-13
64,16,8,0.03,7.444246072474006e-07,0.38289288597511206,1.9442111214774254e-06
534,16,8,0.03,0.0027333509284899376,0.38289288597511206,0.007138682980564973
5334,16,8,0.03,5.912694660449197e-07,0.38289288597511206,1.5442163793122864e-06
17,16,8,0.05,2.5414883633299235e-59,0.20189651799465538,1.2588074269795986e-58
32,16,8,0.05,4.1941954866982606e-14,0.20189651799465538,2.0773986239868136e-13
64,16,8,0.05,1.5907583412988188e-07,0.20189651799465538,7.879077643830041e-07
320,16,8,0.05,0.0001596236651119457,0.20189651799465538,0.0007906211890002544
3200,16,8,0.05,1.4124596401390214e-10,0.20189651799465538,6.99595839575803e-10
17,16,8,0.1,7.832575967174904e-61,0.04076220397836621,1.9215290643587132e-59
32,16,8,0.1,9.712894855093444e-16,0.04076220397836621,2.3828188633392797e-14
64,16,8,0.1,2.0403381883556427e-09,0.04076220397836621,5.005465821815019e-08
160,16,8,0.1,1.3984548687186264e-07,0.04076220397836621,3.4307636296134297e-06
1600,16,8,0.1,6.864091915001108e-20,0.04076220397836621,1.6839354218049884e-18
17,16,8,0.2,3.8601736651343557e-64,0.001661557273173934,2.323226365685601e-61
32,16,8,0.2,1.5230698557011049e-19,0.001661557273173934,9.166520349862583e-17
64,16,8,0.2,2.930719657742985e-14,0.001661557273173934,1.7638390834067826e-11
80,16,8,0.2,6.220495917272198e-14,0.001661557273173934,3.743774600913819e-11
800,16,8,0.2,3.2163867836404407e-40,0.001661557273173934,1.9357664256113457e-37
17,16,8,0.4,2.7099831863220937e-72,2.7607725720371986e-06,9.816031982389528e-67
32,16,8,0.4,4.8328070372359104e-30,2.7607725720371986e-06,1.750527039490884e-24
40,16,8,0.4,1.4800188253705163e-28,2.7607725720371986e-06,5.360886443023437e-23
64,16,8,0.4,1.0589647826636292e-29,2.7607725720371986e-06,3.835755228045495e-24
400,16,8,0.4,4.698373046081512e-91,2.7607725720371986e-06,1.7018327020738766e-85
17,16,8,0.8,4.7129137072483794e-104,7.62186519451289e-12,6.183412572871645e-93
20,16,8,0.8,1.5311744759410858e-80,7.62186519451289e-12,2.0089235861103975e-69
32,16,8,0.8,4.198458293712658e-80,7.62186519451289e-12,5.508439452242214e-69
64,16,8,0.8,1.118720174620542e-118,7.62186519451289e-12,1.4677774351426833e-107
200,16,8,0.8,3.9735274053842404e-307,7.62186519451289e-12,5.213326795972264e-296
17,16,16,0.03,1.2972202055337198e-115,0.14660696213035015,8.848285147470312e-115
32,16,16,0.03,3.0837868677546753e-25,0.14660696213035015,2.1034382153098843e-24
64,16,16,0.03,4.510281319159248e-12,0.14660696213035015,3.0764441562803126e-11
534,16,16,0.03,4.176445198777593e-05,0.14660696213035015,0.00028487359250130707
5334,16,16,0.03,3.1513837352979216e-12,0.14660696213035015,2.1495457579265476e-11
17,16,16,0.05,8.941665977668176e-117,0.04076220397836621,2.1936169060960984e-115
32,16,16,0.05,1.889627737728183e-26,0.04076220397836621,4.635734953711208e-25
64,16,16,0.05,2.1606435886963014e-13,0.04076220397836621,5.300605408488273e-12
320,16,16,0.05,1.7288234890867793e-07,0.04076220397836621,4.241241445149337e-06
3200,16,16,0.05,2.2673690318090444e-19,0.04076220397836621,5.562429924084598e-18
17,16,16,0.1,8.51859464867503e-120,0.001661557273173934,5.1268739189487406e-117
32,16,16,0.1,1.0589647826636293e-29,0.001661557273173934,6.373326997273934e-27
64,16,16,0.1,3.973951938500918e-17,0.001661557273173934,2.3917032549289195e-14
160,16,16,0.1,1.7477823605538927e-13,0.001661557273173934,1.0518941409797149e-10
1600,16,16,0.1,7.406995247611703e-38,0.001661557273173934,4.457863335317199e-35
17,16,16,0.2,2.0815848677192994e-126,2.7607725720371986e-06,7.53986361934652e-121
32,16,16,0.2,2.829009929449495e-37,2.7607725720371986e-06,1.0247167615700932e-31
64,16,16,0.2,9.953696344457467e-27,2.7607725720371986e-06,3.605402504094188e-21
80,16,16,0.2,4.51666453163556e-26,2.7607725720371986e-06,1.6360147073986155e-20
800,16,16,0.2,2.257987573810361e-78,2.7607725720371986e-06,8.178825002394789e-73
17,16,16,0.4,1.0382746206501475e-142,7.62186519451289e-12,1.3622316770934481e-131
32,16,16,0.4,3.3047314062577186e-58,7.62186519451289e-12,4.3358565415678707e-47
40,16,16,0.4,3.1708307298282867e-55,7.62186519451289e-12,4.160176871287387e-44
64,16,16,0.4,1.7649256878191943e-57,7.62186519451289e-12,2.3156086374891466e-46
400,16,16,0.4,6.656171079252107e-180,7.62186519451289e-12,8.73299502075161e-169
17,16,16,0.8,3.214995981777512e-206,5.809282904332702e-23,5.534238966705668e-184
20,16,16,0.8,3.5765698368112857e-159,5.809282904332702e-23,6.15664600211464e-137
32,16,16,0.8,3.188941451086015e-158,5.809282904332702e-23,5.489389144239517e-136
64,16,16,0.8,3.0219906165702693e-235,5.809282904332702e-23,5.202002839827953e-213
200,16,16,0.8,0.0,5.809282904332702e-23,0.0
17,16,32,0.03,3.285184575467303e-229,0.021493601345089923,1.5284477099589374e-227
32,16,32,0.03,1.4041209128149852e-48,0.021493601345089923,6.532739163954708e-47
64,16,32,0.03,2.2847233072446335e-22,0.021493601345089923,1.0629783583320085e-20
534,16,32,0.03,1.2943189347401576e-08,0.021493601345089923,6.021880251518839e-07
5334,16,32,0.03,1.2326614258431941e-22,0.021493601345089923,5.735015766098164e-21
17,16,32,0.05,1.5628012979930235e-231,0.001661557273173934,9.405642063771505e-229
32,16,32,0.05,5.371375532054475e-51,0.001661557273173934,3.2327357105145013e-48
64,16,32,0.05,5.5146434963096975e-25,0.001661557273173934,3.318960823887542e-22
320,16,32,0.05,2.748469387075891e-13,0.001661557273173934,1.6541526623549483e-10
3200,16,32,0.05,8.125928139825061e-37,0.001661557273173934,4.8905495290588334e-34
17,16,32,0.1,1.4227751285280424e-237,2.7607725720371986e-06,5.153539784257433e-232
32,16,32,0.1,1.7649256878191943e-57,2.7607725720371986e-06,6.392868813952465e-52
64,16,32,0.1,2.0962677201750926e-32,2.7607725720371986e-06,7.593047473042077e-27
160,16,32,0.1,3.7738745527924935e-25,2.7607725720371986e-06,1.3669632156652866e-19
1600,16,32,0.1,1.2096095525735213e-73,2.7607725720371986e-06,4.381416871585839e-68
17,16,32,0.2,8.547589092369308e-251,7.62186519451289e-12,1.1214563462133734e-239
32,16,32,0.2,1.3711947113147913e-72,7.62186519451289e-12,1.7990277659357417e-61
64,16,32,0.2,1.6069137060512583e-51,7.62186519451289e-12,2.1082945775636425e-40
80,16,32,0.2,3.331057396541258e-50,7.62186519451289e-12,4.3703966306558956e-39
800,16,32,0.2,1.567712244725895e-154,7.62186519451289e-12,2.0568616798083985e-143
17,16,32,0.4,2.1524985666900214e-283,5.809282904332702e-23,3.705274131312552e-261
32,16,32,0.4,2.1767809983746915e-114,5.809282904332702e-23,3.7470734929283545e-92
40,16,32,0.4,2.049325248664205e-108,5.809282904332702e-23,3.5276733504160545e-86
64,16,32,0.4,6.90241126152905e-113,5.809282904332702e-23,1.1881692414017342e-90
400,16,32,0.4,0.0,5.809282904332702e-23,0.0
17,16,32,0.8,0.0,3.374776786257219e-45,0.0
20,16,32,0.8,0.0,3.374776786257219e-45,0.0
32,16,32,0.8,0.0,3.374776786257219e-45,0.0
64,16,32,0.8,0.0,3.374776786257219e-45,0.0
200,16,32,0.8,0.0,3.374776786257219e-45,0.0
