family,trial,n,k,epsilon,steps,queries,query_bound,residual_ratio,meets_target,orthogonality_error
slow_decay,23,96,4,0.1,4,40,40,1.000304506789214,True,2.650244432263152e-15
slow_decay,23,96,4,0.1,8,72,72,1.0000000000000018,True,1.6945292577919628e-15
slow_decay,24,96,4,0.1,2,24,24,1.0732050052511248,True,1.7141174238227527e-15
slow_decay,24,96,4,0.1,4,40,40,1.002776004003548,True,2.819572611728044e-15
slow_decay,24,96,4,0.1,8,72,72,1.0000000000000004,True,1.1820277557388955e-15
slow_decay,25,96,4,0.1,2,24,24,1.0451388936938277,True,1.298223643627687e-15
slow_decay,25,96,4,0.1,4,40,40,1.000403172691972,True,1.8008076039673773e-15
slow_decay,25,96,4,0.1,8,72,72,1.0000000000000004,True,1.682472459264107e-15
slow_decay,26,96,4,0.1,2,24,24,1.0683682355119024,True,2.3946800503310755e-15
slow_decay,26,96,4,0.1,4,40,40,1.0018257831284545,True,1.5588895452268114e-15
slow_decay,26,96,4,0.1,8,72,72,0.9999999999999999,True,1.932111533943344e-15
slow_decay,27,96,4,0.1,2,24,24,1.0661096856293482,True,1.4876667742183285e-15
slow_decay,27,96,4,0.1,4,40,40,1.0001664910127177,True,3.5435543261503167e-15
slow_decay,27,96,4,0.1,8,72,72,0.9999999999999991,True,1.4768489345826846e-15
slow_decay,28,96,4,0.1,2,24,24,1.0236392729550534,True,1.1372311347873923e-15
slow_decay,28,96,4,0.1,4,40,40,1.002887749896257,True,1.0289544458926431e-15
slow_decay,28,96,4,0.1,8,72,72,1.0000000000000038,True,1.6933180896354642e-15
slow_decay,29,96,4,0.1,2,24,24,1.0679943990490512,True,1.5683256191950747e-15
slow_decay,29,96,4,0.1,4,40,40,1.0000736303957483,True,1.0816849282568566e-15
slow_decay,29,96,4,0.1,8,72,72,1.0000000000000004,True,1.749035342797254e-15
large_dynamic_range,0,96,4,0.1,2,24,24,1.000013872249734,True,1.1489463992114897e-15
