b,t,m,case,seed,delta,raw_krylov_condition,f,descent_norm,deterministic_alpha,derivative_relative_error,finite_difference_relative_error,moment_relative_residual,translation_relative_residual,log10_interpolation_bound_margin
2,1,2,repeated,11,1.0,5.573564092301723,0.5744154236147322,0.9999999999999999,0.0002477890106103784,3.3306690738754696e-16,3.8906655674963986e-12,0.0,3.235122792434315e-17,15.933690405420014
2,1,2,repeated,29,1.0,1.6905040379482104,0.7627643709615743,1.0000000000000007,0.0008169563047487293,2.2204460492503116e-16,1.3454126701617487e-11,0.0,1.6700382519954806e-16,16.05685471157185
2,1,2,wide_bands,11,1.0,5.573564092301723,0.5744154236147322,0.9999999999999999,0.0002477890106103784,3.3306690738754696e-16,3.8906655674963986e-12,0.0,3.235122792434315e-17,15.933690405420014
2,1,2,wide_bands,29,1.0,1.6905040379482104,0.7627643709615743,1.0000000000000007,0.0008169563047487293,2.2204460492503116e-16,1.3454126701617487e-11,0.0,1.6700382519954806e-16,16.05685471157185
2,2,4,geometric,11,0.7364028618842733,43.19487979167997,0.12185782511711941,0.7877951265804211,3.92238302376665e-08,1.1102230246251565e-16,1.3431929446472424e-07,4.9415122468701654e-17,3.737929923179552e-16,20.47583121708804
2,2,4,geometric,29,0.7364028618842733,23.97663497589567,0.13061693683330883,0.7357122942518186,2.27855273388153e-09,1.1102230246251565e-16,3.142952011980782e-07,1.1303680946829704e-16,3.7774212462529005e-16,20.50597728906668
2,2,4,repeated,11,0.8646647167633873,34.867479339556816,0.11940825569149709,0.8609969599066815,5.407724282698739e-08,5.551115123125783e-16,3.6623286947534694e-07,6.263596174098961e-17,5.182482984991283e-16,20.327547608596856
2,2,4,repeated,29,0.8646647167633873,15.526049912236724,0.19120009344743555,0.8640603102332745,3.1414027833998177e-09,2.220446049250313e-16,5.897735699811335e-08,1.3406292856244102e-16,4.2265328655683226e-16,20.53200135455322
2,2,4,wide_bands,11,0.5034146962085905,61.09034351740672,0.07852435240954402,0.5279807448449851,1.83303536894795e-08,1.1102230246251565e-16,2.078640563341061e-06,2.137137606585714e-17,3.401934706289355e-16,20.61536131356678
2,2,4,wide_bands,29,0.5034146962085905,28.91829498998518,0.10338147200749935,0.5050940044658356,1.0648291423633208e-09,1.1102230246251565e-16,5.697897212941783e-07,5.133461954876121e-17,2.882235480375566e-16,20.734799661730143
2,3,6,geometric,11,0.5506710358827782,224.81757358521506,0.1536066804711998,0.48140693900487014,4.8605854787510114e-11,3.497202527569243e-15,1.623868543115803e-05,8.61696474615786e-17,5.362569505598057e-15,25.038176655194242
2,3,6,geometric,29,0.5506710358827782,223.3436016296806,0.20125955494917575,0.4095363762225123,1.7271234210263334e-11,5.551115123125783e-16,1.1662055299233032e-05,4.621543245509859e-17,2.3079025933774218e-15,25.15552305927861
2,3,6,repeated,11,0.6321205588285577,101.19824306633042,0.23470598383259994,0.40320484282794483,7.352103780738953e-11,1.1657341758564144e-15,3.951872995788808e-06,3.1490540740059076e-17,3.553311796102305e-15,25.042567669625512
2,3,6,repeated,29,0.6321205588285577,83.47520214242533,0.33342253620402923,0.38972903824076194,2.6124405566041828e-11,5.551115123125783e-17,2.876365267967529e-06,3.951472120161937e-17,3.109145420593926e-15,25.19503845821719
2,3,6,wide_bands,11,0.5034146962085905,152.28596777336887,0.1772803564558231,0.2755409858525619,3.713552362761509e-11,1.4432899320127035e-15,7.141065533899926e-07,1.6331181526918666e-16,4.803840549575396e-15,25.217326200609676
2,3,6,wide_bands,29,0.5034146962085905,162.82264597117796,0.19132467372946887,0.4012557500038156,1.3195454105214456e-11,5.551115123125783e-17,3.695456467239788e-05,3.4815264404717555e-17,2.8256948550146415e-15,25.250436565718314
2,4,8,geometric,11,0.4352818779922407,3202.88305326324,0.021203617486284607,0.1760014801855023,4.949489739257059e-15,1.304512053934559e-15,1.3992504825921515e-06,4.598365705683523e-17,4.0804791259787127e-14,28.38678521248251
2,4,8,geometric,29,0.4352818779922407,13583.699414885197,0.014484771007142783,0.6416294478098621,3.713894516466636e-15,6.006306563222097e-14,7.227026217915267e-06,1.8797894659906542e-16,2.083409061157418e-13,28.221286885278555
2,4,8,repeated,11,0.486582880967408,1618.257853022753,0.03624600890363187,0.3046996665769987,7.728681022810563e-15,5.995204332975845e-15,5.11637340605553e-07,5.799525348801474e-17,3.6476703262413697e-14,28.4260904890733
2,4,8,repeated,29,0.486582880967408,2156.7698877381995,0.1094109870474036,0.476695129123126,5.799285902640226e-15,1.0158540675320182e-14,6.316088592056568e-05,1.1541552207381817e-16,3.6293134263412527e-14,28.90589123230177
2,4,8,wide_bands,11,0.5034146962085904,2392.1219607630196,0.03434746469294409,0.2900163852473821,8.854858810717351e-15,2.7755575615628914e-16,9.056581645738859e-07,4.453054954459577e-17,2.5977591903247474e-14,28.34364872474701
2,4,8,wide_bands,29,0.5034146962085904,3289.554460218938,0.11879405350458025,1.7995069644488235,6.644323619942648e-15,1.912574635348606e-14,1.8402347580903896e-05,6.685257807006912e-17,1.0109729838182651e-13,28.882548740601923
3,1,3,geometric,11,1.0,12.316716229333995,0.19921318322415785,1.0000000000000004,6.103559983113902e-05,2.220446049250312e-16,2.1094237467877966e-12,0.0,1.4650262244799724e-16,16.882512460356036
3,1,3,geometric,29,1.0,8.703917350942339,0.3826564711827851,0.9999999999999994,8.637009437203987e-05,4.440892098500626e-16,1.6248113965389166e-12,0.0,1.2370135579551662e-16,17.166003447415413
3,1,3,repeated,11,1.0,12.316716229333995,0.19921318322415785,1.0000000000000004,6.103559983113902e-05,2.220446049250312e-16,2.1094237467877966e-12,0.0,1.4650262244799724e-16,16.882512460356036
3,1,3,repeated,29,1.0,8.703917350942339,0.3826564711827851,0.9999999999999994,8.637009437203987e-05,4.440892098500626e-16,1.6248113965389166e-12,0.0,1.2370135579551662e-16,17.166003447415413
3,1,3,wide_bands,11,1.0,12.316716229333995,0.19921318322415785,1.0000000000000004,6.103559983113902e-05,2.220446049250312e-16,2.1094237467877966e-12,0.0,1.4650262244799724e-16,16.882512460356036
3,1,3,wide_bands,29,1.0,8.703917350942339,0.3826564711827851,0.9999999999999994,8.637009437203987e-05,4.440892098500626e-16,1.6248113965389166e-12,0.0,1.2370135579551662e-16,17.166003447415413
3,2,6,geometric,11,0.6988057880877978,102.64861552800645,0.0756056099047295,0.5184139026608321,1.5868765568456155e-08,1.1102230246251565e-16,6.956567267790703e-07,8.445721080651337e-17,1.2702384020929275e-15,21.722779836249053
3,2,6,geometric,29,0.6988057880877978,2582.2320908508723,0.01231972367353288,1.9986660294510183,9.085588441432571e-10,1.5220207091369288e-14,1.0511667268886477e-06,2.0149036163655967e-16,3.2112135225155413e-14,20.934826781969175
3,2,6,repeated,11,0.8646647167633873,48.25626624661365,0.10883074385434358,0.8631878410785236,2.4295488326440182e-08,9.992007221626409e-16,1.476779927234162e-07,1.7089573703428391e-16,8.393796563990249e-16,21.695994924370773
3,2,6,repeated,29,0.8646647167633873,523.3130340378461,0.07370781673684287,6.165173754133908,1.3910269640409099e-09,1.1525104791793791e-15,3.6100327491374445e-06,1.201570897921211e-16,1.696491663869265e-14,21.526756874166782
3,2,6,wide_bands,11,0.5034146962085905,103.69572897149267,0.05637397454317969,0.4253757579652412,8.235347639802717e-09,3.885780586188048e-16,8.299393726707294e-07,6.292407221848985e-17,1.2638955650729536e-15,21.880165677585858
3,2,6,wide_bands,29,0.5034146962085905,1292.8851028556485,0.01103219002754491,1.0329226737062494,4.715110258866214e-10,2.0206926805141216e-14,4.82929000739887e-07,4.0223080515400954e-16,2.7562055245338853e-14,21.171748756432944
3,3,9,geometric,11,0.5276334472589852,377.7986897934092,0.09152647473057779,0.2558925181073946,7.6910900931497e-12,1.4432899320127035e-15,1.5795764131687484e-06,3.2739111504680783e-16,7.955766793402016e-15,26.277723106890193
3,3,9,geometric,29,0.5276334472589852,296.4969562734358,0.15319501907128183,0.30175127100307786,1.4956914472115058e-11,1.6653345369377348e-15,1.3548021771114804e-06,1.1926413074790964e-16,5.862504129478107e-15,26.50142101669056
3,3,9,repeated,11,0.6321205588285577,102.8640847510548,0.33823067087092246,0.4483429609357153,1.3224848036664714e-11,8.326672684688674e-16,5.978995986477553e-06,6.685785919178982e-17,3.151924973343014e-15,26.609986567003865
3,3,9,repeated,29,0.6321205588285577,126.89178554669249,0.21815783568166047,0.5213379443223639,2.5718450648145702e-11,4.440892098500626e-16,2.781371030380342e-06,1.3570428492152474e-16,3.2180478495899078e-15,26.4195443963571
3,3,9,wide_bands,11,0.5034146962085905,191.18681082538117,0.14923014757853484,0.2999413206875512,6.679879275151097e-12,8.326672684688674e-16,8.648048697879052e-06,1.2017774739737795e-16,5.1250398043785056e-15,26.551252225248767
3,3,9,wide_bands,29,0.5034146962085905,182.18057814080856,0.17341988517130588,0.35317301486229036,1.2990406014288802e-11,2.220446049250313e-16,1.1823414820422151e-05,2.4247901595053703e-17,2.858595656708396e-15,26.616494551096967
3,4,12,geometric,11,0.4204217212151904,4207.521256181341,0.020867225427752267,0.136588277065978,2.997939970411112e-16,1.4710455076283324e-14,3.725043647428983e-07,1.218919769202236e-16,1.0030902052451919e-13,29.848911794692523
3,4,12,geometric,29,0.4204217212151904,3898.666709863906,0.049109990229771354,0.15052043557396694,3.9478308563364184e-16,3.219646771412954e-15,1.9190306136396273e-06,5.906964251115955e-17,3.3271091205192105e-14,30.22061693468588
3,4,12,repeated,11,0.486582880967408,5049.933873782202,0.013417859652897358,0.30678643805518874,5.379100403665686e-16,3.4416913763379853e-15,3.12629938437059e-07,5.2893406150106474e-17,1.2783578624647978e-13,29.403243613686985
3,4,12,repeated,29,0.486582880967408,23206.143660031346,0.007483697134873411,0.33922661975221624,7.083456894572505e-16,2.7255975254547593e-14,3.647147717167343e-08,7.871266565527512e-17,2.0356254968532187e-13,29.149676572015103
3,4,12,wide_bands,11,0.5034146962085904,36057.34631960944,0.003025527665862927,0.22615735556100333,6.162911169778244e-16,4.107825191113079e-14,4.5775252116575516e-08,6.938880029480538e-17,8.091342933110449e-13,28.697285239953818
3,4,12,wide_bands,29,0.5034146962085904,13197.94479771452,0.03531378672225006,0.20476194701252334,8.115616430296467e-16,1.2628786905111156e-14,2.8894597435824565e-06,5.163653212742549e-17,1.6396536896083615e-13,29.764428401179146
4,1,4,geometric,11,1.0,3.7673824054655065,0.7054855684433836,0.9999999999999999,0.0001296075623466386,3.3306690738754696e-16,3.5690339572624907e-12,0.0,1.4292319956264228e-16,18.431192412275134
4,1,4,geometric,29,1.0,3.4032817184086754,0.8551328242796498,1.000000000000001,0.00014347364996522037,0.0,7.2732930789243174e-12,0.0,2.263630817218625e-16,18.51473785526135
4,1,4,repeated,11,1.0,3.7673824054655065,0.7054855684433836,0.9999999999999999,0.0001296075623466386,3.3306690738754696e-16,3.5690339572624907e-12,0.0,1.4292319956264228e-16,18.431192412275134
4,1,4,repeated,29,1.0,3.4032817184086754,0.8551328242796498,1.000000000000001,0.00014347364996522037,0.0,7.2732930789243174e-12,0.0,2.263630817218625e-16,18.51473785526135
4,1,4,wide_bands,11,1.0,3.7673824054655065,0.7054855684433836,0.9999999999999999,0.0001296075623466386,3.3306690738754696e-16,3.5690339572624907e-12,0.0,1.4292319956264228e-16,18.431192412275134
4,1,4,wide_bands,29,1.0,3.4032817184086754,0.8551328242796498,1.000000000000001,0.00014347364996522037,0.0,7.2732930789243174e-12,0.0,2.263630817218625e-16,18.51473785526135
4,2,8,geometric,11,0.6810934426760296,555.5382096009622,0.017993969385064965,0.4914293837588119,1.7007653023220523e-08,4.440892098500626e-16,1.1630024615572054e-07,2.3998802572913047e-16,9.636949048933268e-15,22.121162274066897
4,2,8,geometric,29,0.6810934426760296,132.6723276073386,0.09825855370055152,0.6892389982442226,2.0035920551261846e-09,4.440892098500626e-16,2.4040284452020444e-07,3.476363401681474e-16,1.6329845323865803e-15,22.858405664156454
4,2,8,repeated,11,0.8646647167633873,20.912427760075214,0.28391794778087065,0.8641915999109363,2.741110001832194e-08,1.4432899320127035e-15,4.7315528273195184e-08,1.6043473398946044e-16,8.088820435906831e-16,23.11194606684544
4,2,8,repeated,29,0.8646647167633873,67.3651221604065,0.14201961058033472,0.864451444659874,3.2291734870176362e-09,4.440892098500626e-16,2.132389897990805e-08,1.5910991098780805e-16,1.244329100137674e-15,22.811101537140264
4,2,8,wide_bands,11,0.5034146962085905,54.038981348494055,0.13024332252068607,0.43655971579884784,9.291434475701258e-09,2.220446049250313e-16,8.428693079598482e-07,2.0049093419898414e-16,1.2473144847950091e-15,23.243352382004367
4,2,8,wide_bands,29,0.5034146962085905,126.71660019214073,0.08209571517121415,0.5139707071263586,1.0945804380430289e-09,7.771561172376096e-16,1.8167888959919054e-07,2.1533008095233165e-16,1.819219124392096e-15,23.042917405961962
4,3,12,geometric,11,0.5167749188101745,699.0023600624696,0.04904755614240156,0.41172661149166534,1.583472045005964e-13,2.220446049250313e-16,4.282445466574636e-07,1.5111276100725828e-16,2.208456971563835e-14,27.03339630968372
4,3,12,geometric,29,0.5167749188101745,585.6620188602141,0.07123820667596249,0.4837143291707701,6.660388972924482e-13,8.881784197001252e-16,1.7968466155537932e-06,6.173813884972539e-17,1.046576291635925e-14,27.19549191487162
4,3,12,repeated,11,0.6321205588285577,1786.697629825326,0.07238646511234785,10.89738873482365,2.898049936071392e-13,1.0432484376584534e-14,7.543535162357444e-07,1.3026688662732996e-17,5.1044938019050906e-14,26.939940841860697
4,3,12,repeated,29,0.6321205588285577,327.89843949229476,0.1642605485790585,0.8482471922793399,1.2189757247733225e-12,3.3306690738754696e-16,4.6268043497388334e-05,1.13940377869172e-16,1.089659989002093e-14,27.295816741755242
4,3,12,wide_bands,11,0.5034146962085905,616.6468299257871,0.08554224760430038,0.38656539435098536,1.4638068923473595e-13,1.609823385706477e-15,2.8944737933689346e-06,8.504393423345959e-17,1.3591323613102005e-14,27.309086206706322
4,3,12,wide_bands,29,0.5034146962085905,424.0659231098588,0.08902291714054823,0.5520042859119468,6.157054249886987e-13,8.881784197001252e-16,1.346282745950944e-06,1.335343611450339e-16,9.321608123231655e-15,27.32640737096547
4,4,16,geometric,11,0.4133537804899682,26103.440940886234,0.010781187488708797,0.1556832573835907,4.676904456689841e-16,6.045164369083977e-14,1.460291110311207e-06,1.378657150468227e-16,5.894027102731569e-13,30.591076506056197
4,4,16,geometric,29,0.4133537804899682,6719.648553871894,0.040348391666448935,0.13417364303439974,1.8708236687973173e-16,3.6914915568786455e-15,1.2262001751195406e-06,1.5751301139831497e-16,9.75835383304796e-14,31.164236135336782
4,4,16,repeated,11,0.486582880967408,4416.75872141472,0.07329468137404134,0.6351346322932707,8.980450920622995e-16,3.219646771412954e-15,6.740528997972728e-05,7.392579098119481e-17,7.145732315538103e-14,31.140142722810793
4,4,16,repeated,29,0.486582880967408,2147.7993367533077,0.1352134538537812,0.22726856181974925,3.5922992001134957e-16,1.124100812432971e-14,5.06872329283925e-06,1.4698518729142057e-16,4.2575793248587325e-14,31.406090168016345
4,4,16,wide_bands,11,0.5034146962085904,13661.341053948101,0.028759671393940808,0.5763028077590908,1.0289029230730925e-15,1.1213252548714081e-14,1.3521402531746496e-05,1.58435750440756e-16,2.2693753160644364e-13,30.674777923801727
4,4,16,wide_bands,29,0.5034146962085904,2204.691771801072,0.16027192888394057,0.28445318199239833,4.1157478396346485e-16,3.2751579226442118e-15,1.5603559974375347e-05,1.2021548151617304e-16,5.213855503112059e-14,31.420851468006248
