case,n,b,k,m,q,seed,delta,basis_dimension,orthogonality_error,spectral_error,frobenius_error,right_energy_defect,spectral_ratio,frobenius_ratio,relative_right_energy_defect,all_criteria_at_epsilon_0_1
scalar_block,20,1,5,5,5,303,0.18126924692201807,5,6.954186789921204e-16,0.8630313147259138,1.762677538462087,0.3879820286689977,1.4228980858689109,1.2693217106072405,1.0546444982996128,False
scalar_block,20,1,5,5,8,303,0.18126924692201807,8,1.05955663833253e-15,0.7276098274342664,1.4753624340395555,0.10728511993152812,1.1996257992613246,1.0624232326547174,0.2916311919739222,False
scalar_block,20,1,5,5,12,303,0.18126924692201807,12,1.3239837163641428e-15,0.6065569464542929,1.3890848235901965,0.00042100595710731215,1.0000433395101114,1.0002938631625329,0.0011444128428778149,True
scalar_block,20,1,5,5,20,303,0.18126924692201807,20,1.416952913929539e-15,0.6065306597126335,1.3886767426508655,9.992007221626409e-16,1.0000000000000002,1.0000000000000002,2.7161091660378617e-15,True
full_starting_block,32,6,6,6,1,101,1.0,6,2.3442425925853665e-15,0.9446209777524892,2.638846799191893,0.3863226571619323,1.3539530330233915,1.3009452165568074,0.7936740968976664,False
full_starting_block,32,6,6,6,2,101,1.0,12,3.3740518532038076e-15,0.8128168714796953,2.215481387449285,0.15675215490297012,1.165034330542759,1.092227072164789,0.3220368328726569,False
full_starting_block,32,6,6,6,4,101,1.0,24,5.2032219507274755e-15,0.6977600889760613,2.0290264130960898,0.0005528754154282556,1.000120059835629,1.000305211804311,0.0011358456148043443,True
full_starting_block,32,6,6,6,8,101,1.0,32,5.916722555644118e-15,0.6976763260710311,2.0284073192383074,6.661338147750939e-16,1.0000000000000002,1.0,1.368527431806857e-15,True
full_starting_block,32,6,6,6,1,202,1.0,6,3.2658556348607954e-15,0.9305532418683089,2.6835919274795295,0.3474025497659595,1.33378933338433,1.3230044587332943,0.7137153357015532,False
full_starting_block,32,6,6,6,2,202,1.0,12,3.820032382117456e-15,0.8176111930466894,2.195077810621345,0.127382917688248,1.1719061726675928,1.0821681571557455,0.2616996965674534,False
